food_id,food_name,arabic_name,category,cuisine,serving_size_g,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,potassium_mg,calcium_mg,iron_mg,magnesium_mg,cholesterol_mg,vitamin_a_mcg,vitamin_c_mg,vitamin_d_mcg,vitamin_b12_mcg,zinc_mg,phosphorus_mg,water_g,is_vegan,is_vegetarian,is_halal,glycemic_index,meal_type,country
3329,Taameya (With Vegetables),,Egyptian,Egyptian,150,313.3,14.6,32.6,13.0,4.3,6.1,349,573,5,7.3,148,354,869,83.0,2.6,0.71,1.84,421,79.8,false,false,true,41,Dinner,Egypt
3330,Spinach (High Protein),,Vegetable,International,250,80.8,5.2,16.8,0.6,11.1,14.0,125,720,63,6.5,113,0,362,95.9,3.5,6.89,5.0,386,62.5,true,true,true,44,Breakfast,Turkey
3331,Strawberry (Traditional),,Fruit,International,150,92.1,1.4,22.1,0.5,10.4,0.4,126,647,256,6.1,16,0,834,65.9,4.1,3.38,5.14,381,41.8,true,true,true,22,Snack,Mexico
3332,Tilapia (Organic),,Protein,International,120,244.2,28.0,1.3,11.3,7.1,10.2,170,417,413,9.0,42,51,1474,115.6,4.7,5.92,0.67,197,94.2,false,false,true,88,Dinner,Japan
3333,Cheddar Cheese (Boiled),,Dairy,International,90,103.2,6.5,5.3,5.1,6.8,6.5,896,771,167,7.1,110,22,71,129.3,3.4,3.09,2.71,682,38.9,false,true,true,42,Dinner,Italy
3334,Hazelnuts (High Protein),,Nuts,International,100,659.1,21.6,18.8,49.0,8.0,13.1,210,658,90,8.6,13,255,1077,18.8,1.5,5.57,0.47,402,92.7,true,true,true,58,Snack,Japan
3335,Walnuts (Homemade),,Nuts,International,150,786.9,30.0,29.8,84.1,5.6,9.7,573,1146,495,4.0,48,247,600,143.1,11.6,3.32,0.96,577,30.9,true,true,true,72,Snack,Mexico
3336,Spinach (With Sauce),,Vegetable,International,300,105.4,5.6,18.2,0.9,9.7,19.6,256,778,27,9.2,162,0,180,6.7,7.0,7.25,1.47,681,65.6,true,true,true,66,Breakfast,USA
3337,Carrot (Cooked),,Vegetable,International,80,23.9,1.7,5.5,0.2,5.0,3.3,627,907,221,8.2,114,0,587,38.9,8.8,6.12,7.62,638,22.0,true,true,true,94,Snack,Italy
3338,Pistachios (Spicy),,Nuts,International,120,651.0,27.4,24.4,56.2,11.2,16.3,954,185,91,4.8,88,328,972,45.3,6.8,2.05,7.84,373,90.4,true,true,true,25,Breakfast,Turkey
3339,Bamia (Cooked),,Egyptian,Egyptian,120,278.6,11.7,23.8,10.1,8.8,9.7,418,1094,184,7.9,244,294,1490,17.2,10.4,0.08,3.44,366,80.1,false,false,true,89,Breakfast,Egypt
3340,Corn (Grilled),,Vegetable,International,100,31.7,2.2,7.9,0.3,5.5,16.0,280,415,435,9.9,180,0,1350,134.6,3.2,7.45,4.51,602,53.4,true,true,true,20,Breakfast,Mexico
3341,Orange (Homemade),,Fruit,International,150,78.1,1.6,21.0,0.6,10.7,9.5,761,174,337,6.9,173,0,1049,114.3,5.8,1.23,0.53,249,20.6,true,true,true,74,Lunch,Mexico
3342,Chicken Thigh (Boiled),,Protein,International,100,239.0,22.6,0.9,10.6,10.0,5.9,1100,229,145,9.8,196,17,1279,124.0,9.3,4.63,3.31,633,90.5,false,false,true,37,Breakfast,Italy
3343,Lamb (Boiled),,Protein,International,50,116.2,12.9,0.5,5.0,1.6,1.9,591,1047,241,4.1,141,226,1417,91.5,4.0,2.14,0.11,391,59.0,false,false,true,70,Snack,India
3344,Turkey (Cooked),,Protein,International,200,455.9,53.9,2.2,21.9,7.4,2.0,1023,979,178,9.8,62,33,819,113.1,0.1,1.75,7.52,586,28.9,false,false,true,64,Dinner,Japan
3345,Melon (With Vegetables),,Fruit,International,120,68.5,1.3,19.5,0.4,4.0,16.7,1047,126,297,8.1,32,0,1287,69.4,4.1,6.29,4.12,203,61.3,true,true,true,30,Lunch,Turkey
3346,Apple (Spicy),,Fruit,International,120,70.7,1.2,17.6,0.5,4.3,13.8,914,885,78,1.0,60,0,835,80.8,4.6,6.09,0.11,672,39.5,true,true,true,24,Breakfast,Turkey
3347,Melon (Spicy),,Fruit,International,120,76.3,1.3,15.7,0.5,0.1,14.9,803,296,434,3.7,125,0,1225,11.3,8.6,2.48,7.65,234,73.8,true,true,true,92,Dinner,France
3348,Peanuts (With Rice),,Nuts,International,300,1887.7,55.8,50.8,145.1,10.1,4.1,430,361,5,3.2,131,201,671,115.4,10.3,5.25,3.02,682,24.4,true,true,true,30,Lunch,France
3349,Greek Yogurt (Grilled),,Dairy,International,200,247.1,17.4,10.6,12.7,3.1,2.9,634,197,307,9.2,27,108,762,125.7,2.7,4.7,6.36,596,64.0,false,true,true,83,Snack,Japan
3350,Duck (Premium),,Protein,International,100,231.6,24.1,1.0,11.1,3.6,11.0,312,202,259,3.4,32,75,127,138.0,10.4,3.65,4.66,39,61.1,false,false,true,32,Snack,France
3351,Melon (Fresh),,Fruit,International,120,77.6,1.3,19.1,0.5,10.1,1.5,93,617,332,1.1,22,0,334,36.6,1.5,2.59,0.89,296,69.4,true,true,true,39,Dinner,India
3352,Watermelon (Low Fat),,Fruit,International,50,31.8,0.5,7.4,0.2,4.3,4.3,539,859,49,4.9,173,0,1381,43.1,7.8,3.34,1.73,478,64.9,true,true,true,60,Breakfast,Mexico
3353,Cashews (Grilled),,Nuts,International,180,1099.3,31.0,36.5,77.6,1.9,0.7,570,817,486,3.9,109,225,1383,1.3,8.0,2.27,0.15,88,25.3,true,true,true,20,Lunch,Japan
3354,Apple (Grilled),,Fruit,International,100,59.4,0.9,13.6,0.4,2.4,10.7,758,106,54,9.1,46,0,994,94.0,5.0,7.02,0.85,446,25.8,true,true,true,52,Snack,USA
3355,Walnuts (Steamed),,Nuts,International,120,659.2,24.0,19.2,55.9,1.4,13.6,842,129,440,4.1,168,49,578,46.3,9.6,1.11,7.53,114,30.9,true,true,true,28,Lunch,India
3356,Cashews (Premium),,Nuts,International,100,638.0,19.8,19.6,48.3,7.8,10.8,1112,419,277,5.5,131,59,1074,44.5,9.6,7.37,4.07,50,46.7,true,true,true,65,Dinner,France
3357,Lamb (Restaurant Style),,Protein,International,300,641.8,82.3,2.9,28.5,1.6,17.6,280,609,224,8.7,57,7,1434,138.1,11.3,4.5,3.5,269,44.0,false,false,true,55,Dinner,Mexico
3358,Labneh (Fresh),,Dairy,International,250,281.6,19.5,17.1,15.3,10.8,3.9,460,263,349,8.9,241,108,1288,93.2,2.1,7.6,6.63,369,38.6,false,true,true,86,Breakfast,France
3359,Mahshi Warak Enab (With Vegetables),,Egyptian,Egyptian,300,687.3,32.7,74.9,24.2,2.2,10.0,936,1163,376,5.8,231,94,765,26.1,7.2,2.47,2.71,579,46.5,false,false,true,35,Breakfast,Egypt
3360,Feseekh (Spicy),,Egyptian,Egyptian,80,159.3,8.6,18.2,8.0,10.8,16.3,1032,619,332,6.3,109,116,638,133.5,0.4,1.09,2.32,139,47.4,false,false,true,32,Breakfast,Egypt
3361,Sobia (Restaurant Style),,Egyptian,Egyptian,120,238.6,13.6,22.8,12.2,4.9,12.3,562,1176,149,3.5,115,82,488,49.1,8.3,6.7,1.93,363,89.3,false,false,true,22,Dinner,Egypt
3362,Lettuce (Cooked),,Vegetable,International,75,26.9,1.5,6.0,0.2,10.1,4.2,80,879,492,0.2,145,0,664,70.1,10.6,2.77,3.1,636,79.7,true,true,true,43,Lunch,Japan
3363,Walnuts (Steamed),,Nuts,International,200,1253.0,43.2,36.6,105.1,3.9,0.3,415,683,106,8.2,50,365,858,87.2,9.2,5.98,5.31,686,25.7,true,true,true,46,Breakfast,Mexico
3364,Chicken Thigh (Raw),,Protein,International,120,289.3,26.7,1.1,10.2,10.7,5.7,303,432,28,8.0,28,102,281,59.0,5.2,6.92,2.8,517,94.1,false,false,true,23,Dinner,Japan
3365,Lemon (Premium),,Fruit,International,80,44.9,0.9,10.8,0.3,7.0,7.2,480,1035,183,6.2,19,0,1051,53.4,1.5,0.6,4.92,417,60.4,true,true,true,42,Dinner,France
3366,Kebab (Fresh),,Egyptian,Egyptian,250,473.5,26.6,49.7,22.8,7.6,15.6,1059,172,207,4.1,230,181,656,116.4,9.1,1.88,7.3,196,23.0,false,false,true,62,Lunch,Egypt
3367,Lamb (Organic),,Protein,International,200,474.8,51.7,2.0,20.2,10.6,10.2,256,491,66,5.7,92,344,1061,145.8,6.9,6.02,5.49,170,84.8,false,false,true,27,Lunch,Turkey
3368,Cauliflower (Organic),,Vegetable,International,90,35.8,1.6,5.9,0.3,7.2,11.5,406,924,94,6.2,179,0,558,54.3,2.0,3.22,1.47,549,55.7,true,true,true,27,Snack,Mexico
3369,White Rice (With Sauce),,Grains,International,50,83.4,2.7,20.1,1.1,1.1,1.4,331,1173,459,7.3,32,0,293,18.2,1.3,5.01,7.24,46,45.7,true,true,true,75,Dinner,India
3370,Cheddar Cheese (Boiled),,Dairy,International,100,127.7,8.8,6.8,6.5,0.1,10.8,409,355,494,0.9,175,279,1497,144.7,8.7,4.84,0.3,69,56.7,false,true,true,53,Lunch,Japan
3371,Melon (Homemade),,Fruit,International,200,117.9,2.0,25.5,0.7,1.6,11.1,210,298,438,9.2,237,0,1168,6.6,1.4,2.74,0.87,699,80.7,true,true,true,29,Lunch,Japan
3372,Koshari (Fresh),,Egyptian,Egyptian,200,483.6,17.2,48.4,17.8,10.5,4.2,426,507,277,2.0,49,384,375,64.2,8.2,3.12,4.8,76,44.3,false,false,true,70,Snack,Egypt
3373,Quinoa (Grilled),,Grains,International,250,511.6,15.6,81.1,5.7,4.2,8.4,266,335,13,1.9,39,0,1181,118.9,5.3,4.94,2.82,342,34.7,true,true,true,77,Dinner,Italy
3374,Quinoa (Premium),,Grains,International,90,159.5,5.4,28.9,2.0,9.5,1.1,547,492,168,2.0,185,0,1101,115.3,5.6,3.17,4.51,250,91.9,true,true,true,92,Dinner,Turkey
3375,Spinach (Roasted),,Vegetable,International,50,19.2,1.0,3.2,0.1,3.6,14.9,704,1053,258,9.6,212,0,505,59.0,3.9,3.61,2.47,84,88.9,true,true,true,38,Lunch,Mexico
3376,Bulgur (Baked),,Grains,International,300,502.9,17.6,99.1,5.9,9.0,3.6,995,967,48,4.4,217,0,1305,39.5,11.0,2.68,1.54,494,89.3,true,true,true,46,Breakfast,France
3377,Chicken Breast (With Rice),,Protein,International,90,215.2,20.1,0.8,8.4,8.0,19.1,970,645,373,1.9,213,36,746,75.2,9.9,2.47,5.2,366,43.7,false,false,true,25,Lunch,Italy
3378,Walnuts (Roasted),,Nuts,International,120,751.9,21.9,19.9,66.6,9.4,14.5,305,223,347,5.2,167,132,479,106.7,5.2,1.11,6.09,607,56.4,true,true,true,92,Lunch,France
3379,Barley (Low Fat),,Grains,International,100,196.8,6.8,30.0,2.2,8.0,8.1,1017,599,13,6.6,32,0,808,13.5,4.8,2.69,7.02,574,39.8,true,true,true,24,Breakfast,India
3380,Fig (Homemade),,Fruit,International,50,33.5,0.4,8.5,0.2,0.5,12.2,297,643,251,8.5,127,0,197,22.4,1.3,0.31,2.5,668,20.8,true,true,true,40,Breakfast,Turkey
3381,Quinoa (Boiled),,Grains,International,250,488.7,15.3,80.1,5.7,8.5,9.7,148,180,19,6.8,109,0,1139,33.1,6.0,3.68,0.62,422,40.5,true,true,true,78,Snack,USA
3382,Shawarma Chicken (Boiled),,Egyptian,Egyptian,200,395.7,17.5,48.5,18.8,4.3,14.7,40,858,26,0.6,208,265,226,6.0,2.9,4.03,0.45,487,51.8,false,false,true,74,Lunch,Egypt
3383,Mombar (Grilled),,Egyptian,Egyptian,180,410.7,19.3,39.2,16.6,10.3,18.1,942,477,13,1.1,161,312,1098,57.3,2.8,4.48,3.71,220,91.6,false,false,true,70,Breakfast,Egypt
3384,Grapes (Steamed),,Fruit,International,300,189.9,3.3,45.0,1.3,4.7,12.8,1048,219,290,3.5,206,0,1175,28.7,11.6,2.79,5.74,430,48.0,true,true,true,73,Dinner,USA
3385,Cottage Cheese (Grilled),,Dairy,International,180,216.1,16.0,9.3,12.3,1.4,6.7,947,885,480,8.6,197,352,598,113.5,6.0,5.44,5.92,565,57.9,false,true,true,94,Dinner,France
3386,Shrimp (Cooked),,Protein,International,250,502.6,67.5,2.7,27.4,3.2,17.0,1069,141,87,4.4,98,127,813,133.1,10.2,3.83,7.45,597,34.0,false,false,true,42,Dinner,Italy
3387,Turnip (Traditional),,Vegetable,International,90,29.8,1.8,6.9,0.3,8.6,17.2,283,117,142,10.0,100,0,357,63.3,4.1,2.47,3.34,645,37.5,true,true,true,55,Breakfast,Italy
3388,Lean Beef (Boiled),,Protein,International,180,375.7,42.4,1.6,16.1,1.0,19.6,1084,572,137,1.5,47,18,83,22.6,8.0,7.88,5.0,656,21.7,false,false,true,83,Snack,Mexico
3389,Feta (High Protein),,Dairy,International,180,209.5,13.6,11.4,11.0,8.1,18.9,643,547,326,6.5,97,100,1416,109.4,9.2,3.21,1.97,134,72.8,false,true,true,90,Breakfast,Turkey
3390,Watermelon (Spicy),,Fruit,International,300,174.4,3.3,46.8,1.2,12.0,3.1,21,249,302,5.4,240,0,1377,61.2,2.7,1.68,1.91,502,41.7,true,true,true,91,Lunch,Turkey
3391,Pepper (Homemade),,Vegetable,International,50,18.7,1.0,4.0,0.1,7.7,9.4,425,96,360,2.5,52,0,366,138.3,11.3,5.85,3.67,669,62.7,true,true,true,55,Breakfast,Turkey
3392,Melon (Homemade),,Fruit,International,300,204.9,2.8,38.6,1.2,7.1,10.1,1039,288,332,7.5,212,0,1053,72.0,4.0,6.12,5.93,74,81.3,true,true,true,45,Lunch,France
3393,Salmon (High Protein),,Protein,International,50,91.0,10.8,0.5,5.7,1.5,6.1,1107,64,12,5.6,249,351,597,143.0,4.9,1.47,3.77,204,22.1,false,false,true,37,Lunch,Turkey
3394,Sugar Cane Juice (With Vegetables),,Egyptian,Egyptian,90,169.6,8.9,19.9,7.4,5.5,6.4,970,981,455,2.0,226,315,659,73.2,10.6,1.64,1.12,378,34.0,false,false,true,77,Snack,Egypt
3395,Whole Wheat Bread (Steamed),,Grains,International,120,200.9,7.2,39.7,2.4,11.6,17.4,295,1041,55,2.9,82,0,1342,64.0,8.4,7.81,2.49,205,61.8,true,true,true,42,Snack,Japan
3396,Mango (With Vegetables),,Fruit,International,300,182.0,3.3,41.0,1.3,10.5,4.6,555,78,319,2.3,194,0,803,49.8,10.4,0.61,5.1,471,80.6,true,true,true,47,Dinner,Japan
3397,Dates (With Vegetables),,Fruit,International,250,141.0,2.6,36.1,0.9,6.4,12.8,1065,674,107,7.3,204,0,1287,146.7,1.6,6.53,6.16,62,75.6,true,true,true,23,Dinner,Italy
3398,Walnuts (Roasted),,Nuts,International,80,434.7,18.2,15.9,34.9,1.0,1.3,192,404,109,1.5,72,68,968,20.1,3.4,2.84,5.31,30,68.9,true,true,true,33,Snack,Italy
3399,Mango (Fried),,Fruit,International,75,41.9,0.8,12.0,0.3,9.1,13.5,507,1166,437,6.8,40,0,642,45.0,8.8,0.67,3.7,365,63.5,true,true,true,88,Breakfast,France
3400,Lamb (Baked),,Protein,International,75,135.1,17.4,0.8,6.9,1.3,10.6,32,434,209,2.6,62,219,76,146.9,8.9,0.07,6.61,187,65.4,false,false,true,44,Breakfast,Mexico
3401,Greek Yogurt (Boiled),,Dairy,International,250,288.0,18.6,13.1,13.1,9.9,9.6,1130,1038,7,5.2,79,375,1186,36.1,7.4,5.45,1.49,628,85.1,false,true,true,48,Breakfast,Japan
3402,Lamb (Grilled),,Protein,International,75,174.2,17.7,0.9,6.8,3.5,19.6,1133,610,383,9.6,21,205,1260,32.5,10.0,0.27,4.39,217,20.8,false,false,true,81,Breakfast,Japan
3403,Stuffed Pigeon (Fresh),,Egyptian,Egyptian,100,194.8,9.2,24.7,7.8,4.4,15.4,835,675,14,2.6,46,322,83,62.8,8.5,3.27,4.05,420,59.6,false,false,true,29,Breakfast,Egypt
3404,Hazelnuts (With Sauce),,Nuts,International,75,502.5,16.4,13.7,32.2,3.9,19.5,456,610,429,4.3,67,337,563,72.5,5.1,6.98,7.29,183,93.0,true,true,true,21,Lunch,Japan
3405,Greek Yogurt (Low Fat),,Dairy,International,90,109.3,8.1,6.0,6.0,4.9,18.1,454,1159,455,6.1,30,302,1315,19.7,4.5,2.15,7.11,77,21.2,false,true,true,59,Lunch,Japan
3406,Apricot (Restaurant Style),,Fruit,International,75,45.0,0.8,10.0,0.3,4.8,5.7,659,786,407,4.3,56,0,410,106.3,1.6,7.26,2.17,27,21.4,true,true,true,45,Breakfast,India
3407,Bulgur (With Vegetables),,Grains,International,300,497.4,18.0,107.8,5.2,5.2,3.5,951,615,273,8.6,152,0,2,121.2,1.7,7.23,7.83,330,61.7,true,true,true,55,Dinner,Mexico
3408,Almonds (Homemade),,Nuts,International,180,1116.0,40.6,34.9,96.9,1.0,6.7,932,909,316,7.8,147,223,107,10.8,9.2,0.28,2.85,359,34.0,true,true,true,81,Snack,India
3409,Bulgur (With Sauce),,Grains,International,120,216.3,7.1,37.3,2.4,4.9,19.2,445,313,270,1.0,250,0,116,18.1,9.9,7.51,5.42,249,74.2,true,true,true,80,Breakfast,Italy
3410,Brown Rice (With Sauce),,Grains,International,80,135.9,4.9,24.3,1.5,10.7,6.8,836,515,34,2.5,46,0,1315,136.5,0.2,1.43,6.84,66,60.0,true,true,true,33,Lunch,Mexico
3411,Shawarma Beef (Homemade),,Egyptian,Egyptian,150,291.8,14.5,28.1,11.5,4.6,14.3,636,1000,468,3.5,111,157,939,11.6,2.9,3.46,0.75,658,92.4,false,false,true,47,Snack,Egypt
3412,Cashews (Grilled),,Nuts,International,300,1875.5,65.0,56.2,171.4,0.1,1.8,49,262,43,7.3,94,81,849,15.9,1.9,0.76,4.0,598,29.9,true,true,true,38,Lunch,India
3413,Lamb (Premium),,Protein,International,90,187.8,24.3,1.0,8.4,7.4,12.5,413,282,49,9.2,9,314,1072,92.9,2.1,0.74,6.62,607,35.3,false,false,true,81,Lunch,USA
3414,Labneh (High Protein),,Dairy,International,80,106.0,7.3,5.2,4.9,4.6,19.6,1119,652,450,9.6,133,82,378,86.6,0.4,4.0,1.82,692,80.1,false,true,true,25,Dinner,USA
3415,Labneh (With Vegetables),,Dairy,International,150,197.6,13.5,8.2,9.3,7.2,18.1,1036,882,148,9.8,170,220,370,30.0,3.1,7.85,2.36,561,79.6,false,true,true,37,Dinner,France
3416,Greek Yogurt (Grilled),,Dairy,International,250,271.4,19.6,16.3,14.7,11.9,1.2,1121,523,493,9.3,20,291,1055,127.9,2.4,5.1,4.64,223,37.8,false,true,true,39,Lunch,Japan
3417,Turnip (Fried),,Vegetable,International,300,119.2,6.6,21.6,0.9,6.0,3.7,725,813,486,7.0,120,0,414,44.0,5.7,7.26,7.31,382,33.0,true,true,true,41,Snack,Japan
3418,Shrimp (Traditional),,Protein,International,150,283.8,31.7,1.4,15.7,7.6,5.1,1196,502,52,0.7,192,215,110,5.5,11.9,6.59,6.69,504,85.3,false,false,true,51,Lunch,USA
3419,Mombar (Spicy),,Egyptian,Egyptian,50,125.5,4.8,12.5,4.9,8.6,8.1,957,644,61,0.2,207,178,734,60.6,10.9,3.95,2.09,422,39.5,false,false,true,51,Breakfast,Egypt
3420,Tuna (High Protein),,Protein,International,250,465.7,52.0,2.8,24.2,2.3,4.6,176,1034,453,3.1,148,295,239,133.3,4.9,7.24,0.42,281,33.0,false,false,true,75,Lunch,India
3421,Zucchini (Grilled),,Vegetable,International,180,54.8,3.8,12.5,0.5,6.2,9.5,436,799,165,4.0,154,0,1175,54.1,6.4,2.97,6.35,529,50.4,true,true,true,40,Dinner,Mexico
3422,Besara (Traditional),,Egyptian,Egyptian,300,666.9,29.9,74.6,24.4,4.4,3.6,1113,129,234,8.7,126,248,33,148.0,9.7,5.73,1.62,609,41.7,false,false,true,34,Snack,Egypt
3423,Turnip (Homemade),,Vegetable,International,120,42.8,2.1,7.4,0.4,3.3,4.3,261,937,240,4.8,103,0,400,99.5,9.6,3.92,7.3,455,35.7,true,true,true,20,Lunch,France
3424,Okra (Steamed),,Vegetable,International,90,29.7,1.6,6.6,0.3,6.6,13.5,551,1182,408,1.6,205,0,419,108.3,5.6,7.34,4.05,369,79.5,true,true,true,56,Dinner,Italy
3425,Tuna (Steamed),,Protein,International,180,409.2,47.5,1.8,20.2,3.8,6.0,416,1198,471,8.5,22,286,330,8.7,2.2,1.28,2.41,242,85.8,false,false,true,27,Snack,Turkey
3426,Beans (Restaurant Style),,Vegetable,International,250,97.1,5.6,17.8,0.8,6.4,4.6,347,314,81,6.4,171,0,1187,15.1,0.7,6.44,4.89,431,43.2,true,true,true,50,Dinner,Italy
3427,Bulgur (Steamed),,Grains,International,200,375.5,10.9,74.9,4.5,0.9,3.2,951,640,374,1.4,145,0,8,88.8,5.1,0.53,6.83,294,53.7,true,true,true,72,Breakfast,Italy
3428,Cashews (Premium),,Nuts,International,75,475.4,14.3,12.9,40.2,5.9,7.6,1097,1123,448,3.9,238,191,50,6.0,10.8,2.65,1.99,608,50.6,true,true,true,85,Dinner,USA
3429,Carrot (Boiled),,Vegetable,International,200,70.5,3.5,12.9,0.5,6.3,4.0,1191,1030,397,7.3,29,0,134,93.0,8.6,3.03,1.14,522,63.0,true,true,true,54,Breakfast,Turkey
3430,Duck (Premium),,Protein,International,120,278.4,28.2,1.2,13.0,2.1,10.0,122,255,275,4.9,215,71,238,101.1,7.7,3.17,5.7,494,50.0,false,false,true,90,Dinner,India
3431,Grilled Kofta (Spicy),,Egyptian,Egyptian,250,611.1,28.4,53.8,25.0,7.3,9.9,107,104,471,2.7,42,0,1111,145.6,8.6,6.59,6.7,98,59.9,false,false,true,64,Breakfast,Egypt
3432,Fig (Homemade),,Fruit,International,250,135.2,2.4,40.6,0.9,4.3,19.2,933,100,359,3.5,202,0,1192,25.9,2.7,3.44,4.57,264,46.1,true,true,true,20,Snack,USA
3433,Melon (Cooked),,Fruit,International,180,93.1,1.6,28.6,0.7,0.6,7.4,980,169,227,6.7,73,0,1491,23.6,5.4,0.58,2.23,441,58.8,true,true,true,89,Dinner,Japan
3434,Tuna (Traditional),,Protein,International,150,358.3,33.4,1.6,12.9,9.8,5.6,111,895,252,9.0,129,120,171,106.7,2.2,0.31,7.74,615,85.1,false,false,true,52,Breakfast,Italy
3435,Zucchini (With Vegetables),,Vegetable,International,180,70.3,3.9,13.8,0.5,11.4,19.9,305,794,96,0.1,130,0,192,29.3,8.7,2.11,4.31,524,36.8,true,true,true,75,Lunch,Mexico
3436,Kiwi (Homemade),,Fruit,International,100,51.2,0.9,13.0,0.3,11.4,9.9,1043,789,479,5.6,234,0,797,2.6,10.2,5.0,1.8,605,69.6,true,true,true,83,Lunch,India
3437,Hazelnuts (Cooked),,Nuts,International,90,497.4,15.5,14.2,38.8,6.5,17.7,641,844,246,3.8,178,352,1413,51.9,11.2,3.21,1.86,361,66.2,true,true,true,41,Breakfast,Turkey
3438,Feta (Low Fat),,Dairy,International,75,95.5,6.6,5.0,4.5,8.7,1.7,689,993,278,5.5,197,102,445,13.7,1.5,4.82,5.03,119,49.1,false,true,true,72,Lunch,France
3439,Almonds (With Rice),,Nuts,International,100,640.1,17.2,16.0,43.9,0.4,2.2,129,101,241,3.4,223,222,547,146.7,9.9,4.05,6.51,483,81.3,true,true,true,59,Breakfast,Mexico
3440,Walnuts (Organic),,Nuts,International,200,1165.8,43.0,35.9,87.2,7.0,16.4,564,151,185,7.4,114,182,1290,139.1,11.3,7.56,7.66,374,83.8,true,true,true,22,Lunch,India
3441,Peach (Fresh),,Fruit,International,300,164.0,2.7,45.9,1.1,7.8,10.7,1066,1132,461,4.2,27,0,787,0.1,7.4,0.99,7.0,592,41.8,true,true,true,63,Snack,India
3442,Milk (With Vegetables),,Dairy,International,300,313.4,23.6,17.2,16.2,10.4,11.8,440,843,486,4.9,39,175,1254,51.5,7.9,4.74,6.92,589,67.4,false,true,true,92,Lunch,Japan
3443,Feta (Roasted),,Dairy,International,150,184.8,11.6,9.4,8.5,10.3,19.4,657,515,459,1.8,248,184,668,13.4,9.0,2.88,4.15,672,89.9,false,true,true,82,Snack,USA
3444,Apricot (Raw),,Fruit,International,150,87.0,1.4,19.5,0.7,8.6,3.3,975,1063,215,1.0,158,0,752,137.9,7.1,2.95,7.72,231,69.6,true,true,true,30,Snack,Turkey
3445,Cashews (Grilled),,Nuts,International,250,1455.2,45.0,41.0,141.6,8.8,7.5,962,554,225,8.2,105,291,1444,49.3,0.7,2.7,2.26,284,55.4,true,true,true,38,Snack,USA
3446,Egg (Steamed),,Protein,International,250,584.6,58.3,2.6,27.7,8.4,18.8,870,508,268,5.0,45,46,739,113.3,6.6,4.52,7.96,32,58.9,false,true,true,67,Lunch,Japan
3447,Kiwi (Grilled),,Fruit,International,250,131.9,2.6,38.8,1.1,1.6,1.6,927,651,103,2.3,27,0,150,83.8,3.0,0.85,3.67,173,82.2,true,true,true,94,Lunch,USA
3448,Salmon (Fresh),,Protein,International,50,92.5,13.4,0.5,5.5,9.2,0.4,660,835,121,5.4,175,75,967,3.6,1.8,1.78,2.08,214,43.1,false,false,true,80,Snack,India
3449,Koshari (Cooked),,Egyptian,Egyptian,90,206.4,8.2,21.7,8.6,8.2,10.6,1054,647,31,3.1,230,9,1167,83.9,1.3,6.18,3.59,289,85.8,false,false,true,59,Breakfast,Egypt
3450,Chicken Breast (Raw),,Protein,International,180,406.1,44.3,1.8,19.7,4.8,8.7,655,1066,352,9.2,10,338,361,5.6,10.8,0.56,5.5,136,90.1,false,false,true,38,Lunch,India
3451,Plum (Steamed),,Fruit,International,250,162.0,2.8,36.0,0.9,8.9,10.2,290,256,253,5.1,9,0,1277,51.2,9.7,1.5,0.34,375,22.8,true,true,true,33,Lunch,Turkey
3452,Turkey (Roasted),,Protein,International,75,177.7,20.2,0.7,7.2,4.6,5.0,192,607,25,5.8,139,193,65,133.4,8.9,6.43,0.51,328,24.0,false,false,true,77,Dinner,Turkey
3453,Barley (Grilled),,Grains,International,150,281.7,9.6,60.2,2.6,6.2,13.7,452,244,388,7.4,117,0,46,54.2,1.2,3.92,1.6,275,91.6,true,true,true,79,Dinner,Mexico
3454,Mozzarella (Fried),,Dairy,International,80,85.9,7.2,4.6,5.3,10.2,0.7,889,771,78,4.6,114,267,1010,128.4,7.3,6.81,2.89,147,48.3,false,true,true,93,Lunch,India
3455,Quinoa (Steamed),,Grains,International,80,124.1,5.2,30.4,1.4,11.7,15.4,1166,314,149,3.5,23,0,159,110.6,4.4,7.37,0.48,647,54.6,true,true,true,67,Snack,Mexico
3456,Milk (Homemade),,Dairy,International,90,104.1,7.1,4.9,5.8,2.4,14.4,755,598,437,9.1,125,140,1045,136.6,9.1,5.66,4.64,274,65.9,false,true,true,64,Lunch,Japan
3457,Cashews (Boiled),,Nuts,International,50,298.5,10.3,9.2,27.1,10.5,15.8,736,455,308,6.6,79,190,566,50.3,11.7,2.72,2.19,308,66.4,true,true,true,33,Dinner,France
3458,Roz Bel Laban (Cooked),,Egyptian,Egyptian,150,364.8,15.3,31.7,12.9,0.9,16.5,301,1132,105,7.3,88,134,486,108.3,1.1,3.63,1.57,510,64.9,false,false,true,47,Snack,Egypt
3459,Pear (Restaurant Style),,Fruit,International,120,78.5,1.4,15.6,0.5,4.6,9.4,356,781,77,5.3,50,0,1408,53.0,9.6,3.77,1.4,462,25.1,true,true,true,44,Lunch,Turkey
3460,Besara (Boiled),,Egyptian,Egyptian,150,329.2,15.3,31.8,13.2,6.6,10.9,610,224,401,7.9,133,348,1101,57.3,4.9,3.12,5.97,387,34.5,false,false,true,77,Breakfast,Egypt
